Track URI,song_name,cover_artist_id,cover_artist_name,cover_release_year,cover_song_popularity,control_artists_name,cover_artists_popularity,cover_artists_followers,original_song_artist ,original_release_year,original_song_popularity,control_song_name
spotify:track:7yAjlvd6o6PIWiK7MorCQO,The Way You Make Me Feel,7ceUfdWq2t5nbatS6ollHh,Paul Anka,2005,26,Paul Anka,66,515090,Michael Jackson,1987,76,The Way You Make Me Feel
spotify:track:1jFAvVWayM4tkk9fo7kyVs,The Way You Make Me Feel,2BalmJSc5QUI9SrP8ZZnJG,David Gogo,2011,28,David Gogo,32,4806,Michael Jackson,1987,76,The Way You Make Me Feel
spotify:track:6HZlrnlu4NBbEKNldMU8kJ,Englishman in New York,6bwJA8gugndMQxiuMsnYDV,PH Electro,2010,42,PH Electro,45,12616,Sting,1987,75,Englishman in New York
spotify:track:4Z9GCSrVKzLnbOPbp4jZmQ,Englishman in New York,2rgBdISvFFXRbjU6uzPvqz,Hotel Buenavida,2015,20,Hotel Buenavida,20,372,Sting,1987,75,Englishman in New York
spotify:track:69u4YVuqKoVp3nZmpyxC8I,Just Like Heaven,267VY6GX5LyU5c9M85ECZQ,Dinosaur Jr.,1987,50,Dinosaur Jr.,56,411427,The Cure,1987,73,Just Like Heaven
spotify:track:6HSwdJ6rsfBkUnz6BEsxLN,Just Like Heaven,0XJaZaoMBv3i7FoAr7Slg4,The Watson Twins,2008,31,The Watson Twins,35,6405,The Cure,1987,73,Just Like Heaven
spotify:track:1uwZwtsGBQIfZy0zsB8Hgt,Never Gonna Give You Up ,5KWOCu1saEHAhPiLKlOLIy,Leo,2014,34,Leo,62,287933,Rick Astley,1987,82,Never Gonna Give You Up 
spotify:track:5fnDDcjcXKUvJ6iSnpiU0v,Never Gonna Give You Up,4BlBvAGQrqv3vWmx8GWTds,Mac Beez,2017,50,Mac Beez,39,2162,Rick Astley,1987,82,Never Gonna Give You Up
spotify:track:757OvYyJV3kDs8CqTPxVKF,Never Gonna Give You Up,2GpNj5VAwxS4Mx8hN7DBwW,The Producers,2019,17,The Producers,15,67,Rick Astley,1987,82,Never Gonna Give You Up
spotify:track:5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,6TZdvF1kFzwnQLgHQynzsO,Alien Ant Farm,2001,78,Alien Ant Farm,65,696955,Michael Jackson,1987,80,Smooth Criminal
spotify:track:5ChPxs59cA6coOIJVSyWoP,Smooth Criminal ,33k6kPYIS5TgseAc70LZjy,David Garrett,2018,19,David Garrett,57,422813,Michael Jackson,1987,80,Smooth Criminal 
spotify:track:7fHfD4yeKbzk2a7i5kEPBq,Smooth Criminal,38HqxBtUpMunEP3kKLjEby,CHENDA,2021,53,CHENDA,50,3989,Michael Jackson,1987,80,Smooth Criminal
spotify:track:5GCXKEqSBkkefcmrsgxFEp,Calling You ,3nnQpaTvKb5jCQabZefACI,Jeff Buckley,2016,24,Jeff Buckley,65,816822,Jevetta Steele,1988,48,Calling You 
spotify:track:0GLxzrTu4dOZIFbdAaseTt,Calling You,60uus5jXLZ6fArMHuqpQoR,Jevetta Steele,1999,33,Jevetta Steele,35,4068,Jevetta Steele,1988,48,Calling You
spotify:track:3xo59EkqoLgxoh9Fr97pup,Where Do You Start,47m7N3kl8sg70TAlU7yq52,Michael Dees,2002,0,Michael Dees,4,105,Michael Feinstein,1988,25,Where Do You Start
spotify:track:398Bk2f9uCzJBl1UkAY4UN,Where Do You Start,2lolQgalUvZDfp5vvVtTYV,Tony Bennett,2004,15,Tony Bennett,78,703125,Michael Feinstein,1988,25,Where Do You Start
spotify:track:7bgHPaeMSS06rsx3dYG19E,Where Do You Start,19GI8I4UhSpBl8Y9XpKyT4,Sophie Milman,2009,27,Sophie Milman,49,62190,Michael Feinstein,1988,25,Where Do You Start
spotify:track:0gcjc7Vt5xtcfmJgf6g2IO,When You Say Nothing At All,3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating,2000,77,Ronan Keating,69,798982,Keith Whitley,1988,61,When You Say Nothing At All
spotify:track:6HveTIMynTMzTc5L0TcS20,When You Say Nothing At All,0OTnx2X2FDXeewcm72lavT,Alison Krauss & Union Station,1995,64,Alison Krauss & Union Station,57,159070,Keith Whitley,1988,61,When You Say Nothing At All
spotify:track:7f8ghanV3NPAwbiSfI4aNU,Eternal Flame,6JMHws5haIO6V35YNYDnDw,Atomic Kitten,2004,39,Atomic Kitten,63,342478,The Bangles,1988,64,Eternal Flame
spotify:track:0CHNyeRhuFkG4pfVzgTrbY,Eternal Flame,72BTmmAO3QfETWlFjwjfJ1,Human Nature,1999,45,Human Nature,55,55629,The Bangles,1988,64,Eternal Flame
spotify:track:1FqfEO2RUWFfEF8qRtUlBG,Eternal Flame,1o5hA2Vlk452jCNl1XV5sj,Feather And Down,2013,2,Feather And Down,9,339,The Bangles,1988,64,Eternal Flame
spotify:track:68o7eSZOP2kT4Of3mgiWKw,Fast Car,6eU0jV2eEZ8XTM7EmlguK6,Black Pumas,2020,52,Black Pumas,65,607138,Tracy Chapman,1988,79,Fast Car
spotify:track:1YMVXl39bk37KZGuUhzRw6,Fast Car,0gadJ2b9A4SKsB1RFkBb66,Passenger,2017,52,Passenger,75,2896571,Tracy Chapman,1988,79,Fast Car
spotify:track:5j0CsCmOawMGWDHwZ148nI,Fast Car,4UodukR17NIQfNu5uaqm9B,Jamila Woods,2021,42,Jamila Woods,58,177094,Tracy Chapman,1988,79,Fast Car
spotify:track:4xoACt1xAMyWmruKG7a0D0,Fast Car,6pcxIOhQCNb7DX2iuEXgxL,Tobtok,2015,31,Tobtok,60,27730,Tracy Chapman,1988,79,Fast Car
spotify:track:77cdORPFxfffWDLyMQnjOP,Fast Car,6HgyYcL2o79g16VeIUdnne,UNWELL,2021,41,UNWELL,31,21313,Tracy Chapman,1988,79,Fast Car
spotify:track:5QuBsgbjQHpwfiV7aIwvQV,Get Here,1BMb6sQJVkmUyCuodmRs2g,Oleta Adams,1990,63,Oleta Adams,59,125459,Brenda Russell,1988,36,Get Here
spotify:track:6hPlYSx7wsnDE48NypYeuT,Get Here,2wY79sveU1sp5g7SokKOiI,Sam Smith,2018,59,Sam Smith,88,18441566,Brenda Russell,1988,36,Get Here
spotify:track:0Y66IIwhrq9lqJRdx8V7SX,Get Here,7ceUfdWq2t5nbatS6ollHh,Paul Anka,2007,15,Paul Anka,66,515090,Brenda Russell,1988,36,Get Here
spotify:track:6x46W4bo5CrKQJ2JNCeuSB,Get Here,16buKbboDFtQmldwXBInXf,Cheryl Bentyne,2014,22,Cheryl Bentyne,25,3752,Brenda Russell,1988,36,Get Here
spotify:track:1fCwJr4ICgKcJOVqnY1Dtb,"Don't Worry, Be Happy",2wCh75gIAQ5Ed9UGiqLBMB,The Busters,2007,37,The Busters,34,11743,Bobby McFerrin,1988,68,"Don't Worry, Be Happy"
spotify:track:3TvwJDgo0zZgXLhLmgr8bD,Don't Worry Be Happy,1e16kiJQtCTveTl7TQnkFN,Scary Pockets,2018,31,Scary Pockets,59,219927,Bobby McFerrin,1988,68,Don't Worry Be Happy
spotify:track:0za9SR9qKBUQJUF1uSPbjs,Don't Worry Be Happy,3Ek1EdkcbRFvSDJj9j5JXQ,The Baseballs,2021,39,The Baseballs,55,221581,Bobby McFerrin,1988,68,Don't Worry Be Happy
spotify:track:34b3PCTLUISY153eb2F72k,Everybody Knows,4TrraAsitQKl821DQY42cZ,Sigrid,2017,62,Sigrid,67,578946,Leonard Cohen,1988,58,Everybody Knows
spotify:track:1ryN1lUyInxWIqAp0VoqLz,Everybody Knows,2ICSjfBpos9PxMhGhX25N2,Concrete Blonde,1994,41,Concrete Blonde,51,93596,Leonard Cohen,1988,58,Everybody Knows
spotify:track:5KiSO3mlxkQja3Mpj2Njn6,Everybody Knows,2PfBzriIMRsCXPDtSy9vg8,Rufus Wainwright,2006,37,Rufus Wainwright,60,273543,Leonard Cohen,1988,58,Everybody Knows
spotify:track:66zkozN6vD5rfXNZp8o18e,One,4dONunOyZGJRqfU7Or3beC,The Ungrateful,2008,11,The Ungrateful,4,316,Metallica,1988,74,One
spotify:track:5g7RJ5y5N3fWiuZmu3vwTY,One,4Lm0pUvmisUHMdoky5ch2I,Apocalyptica,1998,42,Apocalyptica,63,833870,Metallica,1988,74,One
spotify:track:3AN5jOj17fp0Sr5lgCvPkE,Where Is My Mind?,2TUFDVa7aZJ4O9U0qjrSJH,Yoav,2011,44,Yoav,37,18609,Pixies,1988,79,Where Is My Mind?
spotify:track:5Sv4JGRxMEkSDJnOqsKU88,Where Is My Mind?,1XKlsdEQz5eLJvipwu5wqw,White Wives,2011,23,White Wives,12,1347,Pixies,1988,79,Where Is My Mind?
spotify:track:5XenUjG7cRnTkUe8AVuuMX,Wicked Game,74aLweE8FHHf4yN5TWv1GM,HIM,1997,60,HIM,62,531821,Chris Isaak,1989,76,Wicked Game
spotify:track:3V1H6liHwCDcWeqdPJabOM,Wicked Game,49qiE8dj4JuNdpYGRPdKbF,Stone Sour,2006,69,Stone Sour,69,2419840,Chris Isaak,1989,76,Wicked Game
spotify:track:7aVUPpEb9j2sSmgb4AdFWD,Wicked Game,5ZW7HlSuZz8ng2X21cXbdP,Widowspeak,2011,52,Widowspeak,50,74619,Chris Isaak,1989,76,Wicked Game
spotify:track:6V83Erju9rNevNhcU5uEPG,Personal Jesus,1hXjTjJzZTXDZ75AclOo6N,Sammy Hagar,2013,36,Sammy Hagar,58,690263,Depeche Mode,1989,57,Personal Jesus
spotify:track:6SyutgkQfLKfcsWvmh02k2,Personal Jesus,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,2004,61,Marilyn Manson,74,3555896,Depeche Mode,1989,57,Personal Jesus
spotify:track:5dcwiQFqn0mTcWewYIv7MV,Personal Jesus,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,2002,63,Johnny Cash,79,5076853,Depeche Mode,1989,57,Personal Jesus
spotify:track:1zdHApgQHEMDg1fbM1KNzt,Personal Jesus,4FtWG3AvqmOmGTeQxoqw8M,Lollipop Lust Kill,2002,15,Lollipop Lust Kill,13,1542,Depeche Mode,1989,57,Personal Jesus
spotify:track:3mLO4xJ9RRXPaW7chPgEBX,Have I Told You Lately,2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,2021,43,Rod Stewart,79,3277980,Van Morrison,1989,69,Have I Told You Lately
spotify:track:0vbku2VnIsrhFIfyUvekaK,And So It Goes ,5lR7yDVN4z9kahOiUSlMhe,The King's Singers,2017,40,The King's Singers,60,55453,Billy Joel,1989,53,And So It Goes 
spotify:track:5m7z0m0uJX5SVKWLHuKyeA,And so It Goes,0eevp8Id5OSnEziAmUw53z,Solala,2017,24,Solala,31,5872,Billy Joel,1989,53,And so It Goes
spotify:track:740zUT4xJNGplSSQcsL2jv,Pet Sematary,0ZhtrY2Lt1s9klwm03lu8i,Starcrawler,2019,43,Starcrawler,38,55039,Ramones,1989,62,Pet Sematary
spotify:track:19QSFJlQcvSlt0kqxc7IFs,Pet Semetary,3hpFaqAv4vLZgxqGsPPsLk,Ski-King,2014,37,Ski-King,35,8360,Ramones,1989,62,Pet Semetary
spotify:track:7kZ1UYcpfT1nGhIqw4Tt4v,Pet Semetary,1pEB6VBgq18ZPpAIpPwdC3,October Rising,2009,2,October Rising,2,114,Ramones,1989,62,Pet Semetary
spotify:track:0PLGnOgmf8RPgZNkaaSYyM,Like a Prayer,7rDxVQk6CXMHnCXqeA9RG4,MadHouse,2002,48,MadHouse,36,2509,Madonna,1989,74,Like a Prayer
spotify:track:3LOyJiL3VqQkMlwFBLrARE,Like a Prayer,74eY8wbrhhVD7pACbBHwHw,Imany,2021,31,Imany,61,237882,Madonna,1989,74,Like a Prayer
spotify:track:2PPN1HFpVotjq7oJIqQbnx,Lovesong,4dpARuHxo51G3z768sgnrY,Adele,2011,64,Adele,96,32710984,The Cure,1989,50,Lovesong
spotify:track:4seT68ahatRnkpnlkADLWy,Lovesong,4D9z4fup1x9lkmrPTOWw8A,Snake River Conspiracy,2000,44,Snake River Conspiracy,34,20525,The Cure,1989,50,Lovesong
spotify:track:1z6wE2OeccyL1BX6ja8U31,Lovesong,0RQEMnWcCrVW4vkPFbAVsg,Lucy Daydream,2019,37,Lucy Daydream,40,6942,The Cure,1989,50,Lovesong
spotify:track:3JOVTQ5h8HGFnDdp4VT3MP,Mad World,5oRnbmgqvvq7fVlgk4vcEa,Gary Jules,2001,69,Gary Jules,56,72593,Tears For Fears,1983,67,Mad World
